Frame	Time	Elec	VdW	Nonbond
0	0	-312.832	-230.157	-542.989
1	0.2	-360.163	-220.458	-580.621
2	0.4	-183.678	-224.434	-408.112
3	0.6	-201.629	-227.547	-429.175
4	0.8	-281.531	-239.467	-520.997
5	1	-320.902	-244.64	-565.541
6	1.2	-334.874	-238.456	-573.33
7	1.4	-311.351	-240.327	-551.679
8	1.6	-361.214	-220.588	-581.802
9	1.8	-367.867	-232.52	-600.387
10	2	-353.023	-258.793	-611.816
11	2.2	-400.365	-244.981	-645.346
12	2.4	-356.225	-258.07	-614.295
13	2.6	-305.905	-241.688	-547.593
14	2.8	-403.842	-252.54	-656.381
15	3	-416.991	-246.312	-663.303
16	3.2	-544.039	-259.835	-803.874
17	3.4	-498.317	-234.731	-733.048
18	3.6	-530.521	-221.546	-752.067
19	3.8	-309.959	-245.252	-555.211
20	4	-481.119	-236.287	-717.407
21	4.2	-432.966	-243.805	-676.771
22	4.4	-357.731	-228.447	-586.178
23	4.6	-479.255	-235.712	-714.967
24	4.8	-312.2	-246.808	-559.008
25	5	-423.684	-249.556	-673.24
26	5.2	-276.109	-259.227	-535.337
27	5.4	-351.567	-231.391	-582.957
28	5.6	-360.386	-249.19	-609.575
29	5.8	-335.884	-231.009	-566.892
30	6	-343.55	-225.034	-568.584
31	6.2	-355.125	-238.831	-593.957
32	6.4	-383.167	-222.129	-605.296
33	6.6	-395.226	-235.16	-630.386
34	6.8	-306.005	-242.216	-548.221
35	7	-334.674	-217.09	-551.764
36	7.2	-337.315	-209.623	-546.938
37	7.4	-325.16	-214.841	-540.001
38	7.6	-397.521	-224.098	-621.619
39	7.8	-366.27	-228.439	-594.709
40	8	-320.731	-248.671	-569.402
41	8.2	-376.383	-248.048	-624.431
42	8.4	-349.831	-244.937	-594.768
43	8.6	-277.563	-235.025	-512.588
44	8.8	-314.913	-236.703	-551.616
45	9	-432.026	-243.427	-675.454
46	9.2	-401.141	-261.247	-662.388
47	9.4	-373.81	-258.207	-632.017
48	9.6	-464.976	-262.892	-727.867
49	9.8	-457.846	-266.575	-724.421
50	10	-481.776	-250.349	-732.125
51	10.2	-389.206	-261.923	-651.129
52	10.4	-444.542	-254.09	-698.632
53	10.6	-539.456	-260.1	-799.556
54	10.8	-547.384	-258.198	-805.582
55	11	-464.476	-272.249	-736.725
56	11.2	-413.729	-266.969	-680.699
57	11.4	-390.865	-255.888	-646.752
58	11.6	-466.072	-255.064	-721.136
59	11.8	-435.725	-269.578	-705.304
60	12	-426.61	-268.891	-695.501
61	12.2	-444.255	-267.895	-712.15
